ID,Province_State,Date,Confirmed,Deaths,Recovered,Active,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,Testing_Rate,Hospitalization_Rate
7955,Colorado,9/18/20,63730,2009,6241,55480,1106.666463,1166910,,3.152361525,20263.30084,
7956,Connecticut,9/18/20,55527,4492,9204,41831,1557.434226,1422148,,8.089758136,39888.73827,
7957,Delaware,9/18/20,19366,620,10201,8545,1988.777568,268638,,3.201487142,27587.58796,
7958,Florida,9/18/20,677660,13225,,664435,3155.174123,5038261,,1.951568633,23458.06264,
7959,Georgia,9/18/20,302854,6536,,296318,2852.424736,2701952,,2.158135603,25448.28439,
7960,Hawaii,9/18/20,11217,120,4248,6849,792.2326312,269329,,1.069804761,19022.12912,
7961,Idaho,9/18/20,36959,438,19691,16830,2068.139659,282522,,1.185096999,15809.27387,
7962,Illinois,9/18/20,272517,8647,,263870,2150.574886,4985054,,3.17301306,39339.68133,
7963,Indiana,9/18/20,109683,3495,86260,19928,1629.225074,1281438,,3.186455513,19034.40753,
7964,Iowa,9/18/20,78839,1264,56546,21029,2498.803513,708031,,1.603267418,22441.05519,
7965,Kansas,9/18/20,52125,594,1950,49581,1789.199516,474749,,1.139568345,16295.84041,
7966,Kentucky,9/18/20,60128,1101,11168,47859,1345.846037,1045232,,1.831093667,23395.44546,
7967,Louisiana,9/18/20,160283,5342,145570,9371,3447.840451,2146986,,3.332855013,46183.71991,
7968,Maine,9/18/20,5002,138,4335,529,372.1139225,364424,,2.758896441,27110.60458,
7969,Maryland,9/18/20,119062,3869,7351,107842,1969.373172,1504867,,3.249567452,24891.60855,
7970,Massachusetts,9/18/20,126582,9269,109397,7916,1836.517155,3264873,,7.32252611,47368.46687,
7971,Michigan,9/18/20,127500,6954,85513,35033,1276.677938,3285030,,5.454117647,32893.53197,
7972,Minnesota,9/18/20,87807,2002,80221,5584,1556.963291,1791680,,2.280000456,31769.44879,
7973,Mississippi,9/18/20,92432,2792,78971,10669,3105.758482,633432,,3.020598927,21283.61181,
7974,Missouri,9/18/20,111390,1810,,109580,1814.929642,1190380,,1.624921447,19395.42101,
7975,Montana,9/18/20,9871,146,7500,2225,923.5781425,298555,,1.479080134,27934.23892,
7976,Nebraska,9/18/20,40387,442,30254,9691,2087.822217,416575,,1.094411568,21535.01226,
7977,Nevada,9/18/20,75096,1524,2012,71560,2438.058332,656601,,2.029402365,21317.13459,
7978,New Hampshire,9/18/20,7861,438,7117,306,578.1375601,393166,,5.571810202,28915.40923,
7979,New Jersey,9/18/20,198848,16061,34572,148215,2238.727161,3291916,,8.077023656,37061.98584,
7980,New Mexico,9/18/20,27350,841,15106,11403,1304.350522,845167,,3.074954296,40306.91105,
7981,New York,9/18/20,448052,33085,76036,338931,2303.187576,9711647,,7.38418755,49922.20704,
7982,North Carolina,9/18/20,190973,3207,167257,20509,1820.856889,2749020,,1.679294979,26210.88847,
7983,North Dakota,9/18/20,17230,184,14060,2986,2260.970892,550324,,1.067904817,72215.1216,
7984,Ohio,9/18/20,142596,4608,120858,17130,1219.905724,2753105,,3.231507195,23552.75428,
7985,Oklahoma,9/18/20,74567,939,63135,10493,1884.446462,1054217,,1.259270187,26642.01987,
7986,Oregon,9/18/20,30342,521,5376,24445,719.3905168,629422,,1.71709182,14923.21593,
7987,Pennsylvania,9/18/20,153522,7921,121920,23681,1199.20428,1881488,,5.159521111,14696.84125,
7988,Rhode Island,9/18/20,23620,1088,2244,20288,2229.645985,675108,,4.606265876,63727.85103,
7989,South Carolina,9/18/20,136318,3177,51431,81710,2647.612588,1111404,,2.330579967,21586.05042,
7990,South Dakota,9/18/20,18075,195,15068,2812,2043.160133,173704,,1.078838174,19635.13625,
7991,Tennessee,9/18/20,180497,2196,163181,15120,2643.028278,2603342,,1.21664072,38120.89134,
7992,Texas,9/18/20,704563,14951,600662,88950,2429.872712,5444801,,2.122024574,18777.84296,
7993,Utah,9/18/20,61775,437,50492,10846,1926.881138,743737,,0.707405909,23198.58838,
7994,Vermont,9/18/20,1706,58,1536,112,273.4022555,154099,,3.399765533,24695.78791,
7995,Virginia,9/18/20,138605,2947,16762,118896,1623.86142,1831623,,2.126185924,21458.83572,
7996,Washington,9/18/20,81602,2037,,79565,1071.610593,1704670,,2.496262347,22386.0007,
7997,West Virginia,9/18/20,13685,300,10011,3374,763.6092352,503133,,2.19218122,28074.31533,
7998,Wisconsin,9/18/20,97279,1238,83184,12857,1670.761747,1418412,,1.272628214,24361.15205,
7999,Wyoming,9/18/20,4747,49,4044,654,820.2032279,92307,,1.032230883,15949.12563,
8000,Alabama,9/19/20,144164,2437,61232,80495,2940.211312,1048422,,1.690435892,21382.46874,
8001,Alaska,9/19/20,6729,45,2438,4246,919.8340499,422850,,0.668747214,57802.32248,
8002,Arizona,9/19/20,213551,5467,33668,174416,2925.543059,1373159,,2.559851978,18865.39894,
8003,Arkansas,9/19/20,75160,1181,66003,7976,2490.552733,866435,,1.571314529,28710.77777,
8004,California,9/19/20,783313,15018,,768295,1982.457428,13343886,,1.917241256,33771.53951,
8005,Colorado,9/19/20,64336,2013,6254,56069,1117.189605,1181829,,3.128885849,20522.3681,
8006,Connecticut,9/19/20,55527,4492,9204,41831,1557.434226,1422148,,8.089758136,39888.73827,
8007,Delaware,9/19/20,19449,621,10257,8571,1997.301194,269711,,3.192966219,27697.77893,
8008,Florida,9/19/20,681233,13287,,667946,3171.809954,5068554,,1.950433992,23599.10637,
8009,Georgia,9/19/20,305021,6599,,298422,2872.834585,2735389,,2.163457598,25763.21015,
8010,Hawaii,9/19/20,11326,120,4394,6812,799.9310672,279740,,1.059509094,19757.4357,
8011,Idaho,9/19/20,37247,441,19915,16891,2084.255469,285137,,1.183987972,15955.60318,
8012,Illinois,9/19/20,275041,8672,,266369,2170.493096,5059340,,3.152984464,39925.9112,
8013,Indiana,9/19/20,110759,3503,86260,20996,1645.207917,1292615,,3.162722668,19200.43005,
8014,Iowa,9/19/20,79804,1265,57269,21270,2529.389205,713775,,1.585133577,22623.11137,
8015,Kansas,9/19/20,52486,594,1950,49942,1801.590903,474749,,1.131730366,16295.84041,
8016,Kentucky,9/19/20,61106,1108,11237,48761,1367.736627,1047995,,1.813242562,23457.28973,
8017,Louisiana,9/19/20,160283,5342,145570,9371,3447.840451,2146986,,3.332855013,46183.71991,
8018,Maine,9/19/20,5034,139,4346,549,374.4944994,371187,,2.761223679,27613.72462,
8019,Maryland,9/19/20,119744,3876,7374,108494,1980.653955,1518804,,3.236905398,25122.1368,
8020,Massachusetts,9/19/20,127181,9295,109397,8489,1845.207757,3337292,,7.308481613,48419.15919,
8021,Michigan,9/19/20,128087,6969,90216,30902,1282.555663,3318469,,5.440833184,33228.36204,
8022,Minnesota,9/19/20,88721,2015,80407,6299,1573.170022,1815774,,2.271164662,32196.67524,
8023,Mississippi,9/19/20,93087,2809,78971,11307,3127.766789,702886,,3.017607185,23617.29873,
8024,Missouri,9/19/20,112864,1825,,111039,1838.946217,1202624,,1.61699036,19594.91826,
8025,Montana,9/19/20,10163,156,7553,2454,950.8990642,300840,,1.534979829,28148.03448,
8026,Nebraska,9/19/20,40797,442,30509,9846,2109.017332,419995,,1.083412996,21711.81054,
8027,Nevada,9/19/20,75419,1528,2012,71879,2448.544814,660686,,2.026014665,21449.75774,
8028,New Hampshire,9/19/20,7920,438,7164,318,582.4767175,393166,,5.53030303,28915.40923,
8029,New Jersey,9/19/20,199309,16064,34601,148644,2243.917322,3292377,,8.059846771,37067.176,
8030,New Mexico,9/19/20,27512,847,15256,11409,1312.076474,850963,,3.078656586,40583.32844,
8031,New York,9/19/20,449038,33081,76101,339856,2308.256057,9822091,,7.367082519,50489.93858,
8032,North Carolina,9/19/20,192247,3235,167257,21755,1833.004007,2771020,,1.68273107,26420.65033,
8033,North Dakota,9/19/20,17607,192,14319,3096,2310.441933,556862,,1.090475379,73073.05705,
8034,Ohio,9/19/20,143547,4612,121911,17024,1228.041509,2788695,,3.212884978,23857.22596,
8035,Oklahoma,9/19/20,75804,943,63960,10901,1915.707747,1071501,,1.243997678,27078.81862,
8036,Oregon,9/19/20,30599,525,5391,24683,719.3905168,633910,,1.71709182,15029.62371,
8037,Pennsylvania,9/19/20,154236,7940,122872,23424,1204.781538,1896125,,5.147955082,14811.17504,
8038,Rhode Island,9/19/20,23620,1088,2244,20288,2229.645985,675108,,4.606265876,63727.85103,
8039,South Carolina,9/19/20,137240,3188,51431,82621,2665.519973,1123265,,2.322937919,21816.41862,
8040,South Dakota,9/19/20,18444,200,15298,2946,2084.87112,175221,,1.084363479,19806.61475,
8041,Tennessee,9/19/20,181439,2216,164982,14241,2656.82204,2627087,,1.221347119,38468.59078,
8042,Texas,9/19/20,707940,15051,605522,87367,2441.519194,5563176,,2.126027629,19186.0906,
8043,Utah,9/19/20,62852,440,50957,11455,1960.474841,751950,,0.700057277,23454.76765,
8044,Vermont,9/19/20,1710,58,1541,111,274.0432924,154800,,3.391812865,24808.12963,
8045,Virginia,9/19/20,139546,2988,16848,119710,1634.88594,1866666,,2.141229415,21869.39072,
8046,Washington,9/19/20,82199,2037,,80162,1079.450493,1704670,,2.478132337,22386.0007,
8047,West Virginia,9/19/20,13889,311,10155,3423,774.99223,509486,,2.239182087,28428.80634,
8048,Wisconsin,9/19/20,99562,1241,84632,13689,1670.761747,1431004,,1.272628214,24577.419,
8049,Wyoming,9/19/20,4781,49,4092,640,826.0778666,92340,,1.02489019,15954.82748,
8050,Alabama,9/20/20,144962,2437,61232,81293,2956.486447,1054017,,1.681130227,21496.57824,
8051,Alaska,9/20/20,6822,45,2438,4339,932.54687,426925,,0.659630607,58359.36272,
8052,Arizona,9/20/20,214021,5477,33835,174709,2940.3671,1383924,,2.559094668,19013.29589,
8053,Arkansas,9/20/20,75723,1181,67853,6689,2509.208683,883984,,1.559631816,29292.29334,
8054,California,9/20/20,786168,15016,,771152,1989.683041,13523158,,1.910024321,34225.25227,
8055,Colorado,9/20/20,64837,2014,6274,56549,1125.889431,1195379,,3.10625106,20757.66279,
8056,Connecticut,9/20/20,55527,4492,9204,41831,1557.434226,1422148,,8.089758136,39888.73827,
8057,Delaware,9/20/20,19566,621,10299,8646,2009.316426,271421,,3.173873045,27873.38616,
8058,Florida,9/20/20,683754,13296,,670458,3183.547689,5095089,,1.944559008,23722.6529,
8059,Georgia,9/20/20,306155,6602,,299553,2883.515143,2750822,,2.156424034,25908.56557,
8060,Hawaii,9/20/20,11403,120,4622,6661,805.3694119,279849,,1.052354644,19765.13414,
8061,Idaho,9/20/20,37491,443,20105,16943,2097.909142,286830,,1.181616921,16050.33952,
8062,Illinois,9/20/20,276443,8686,,267757,2181.557015,5107351,,3.142058218,40304.79124,
8063,Indiana,9/20/20,111505,3506,87090,20909,1656.288959,1301940,,3.144253621,19338.94307,
8064,Iowa,9/20/20,80410,1265,57524,21621,2548.596386,718279,,1.573187415,22765.86573,
8065,Kansas,9/20/20,52700,595,1950,50155,1808.93649,474749,,1.129032258,16295.84041,
8066,Kentucky,9/20/20,61542,1111,11237,49194,1377.495622,1047995,,1.805271197,23457.28973,
8067,Louisiana,9/20/20,161219,5368,145570,10281,3467.974705,2178999,,3.329632363,46872.35012,
8068,Maine,9/20/20,5077,139,4364,574,377.6933996,374138,,2.737837305,27833.25844,
8069,Maryland,9/20/20,120156,3879,7377,108900,1987.468738,1529476,,3.228303206,25298.65954,
8070,Massachusetts,9/20/20,127540,9310,109397,8833,1850.416315,3399512,,7.299670692,49321.87915,
8071,Michigan,9/20/20,128087,6969,90216,30902,1282.555663,3318469,,5.440833184,33228.36204,
8072,Minnesota,9/20/20,90017,2017,81336,6664,1596.150245,1838392,,2.24068787,32597.72978,
8073,Mississippi,9/20/20,93364,2810,78971,11583,3137.074118,703163,,3.009725376,23626.60606,
8074,Missouri,9/20/20,114170,1826,,112344,1860.225489,1212508,,1.599369361,19755.96292,
8075,Montana,9/20/20,10299,157,7807,2335,963.623877,302813,,1.524419847,28332.63783,
8076,Nebraska,9/20/20,41083,442,30509,10132,2123.802218,423360,,1.075870798,21885.76557,
8077,Nevada,9/20/20,75804,1531,2012,72261,2461.044181,665184,,2.019682339,21595.7893,
8078,New Hampshire,9/20/20,7947,438,7201,308,584.4624336,401689,,5.511513779,29542.23361,
8079,New Jersey,9/20/20,199762,16067,34637,149058,2249.017416,3352791,,8.043071255,37747.34609,
8080,New Mexico,9/20/20,27579,849,15342,11388,1315.271775,857456,,3.07842924,40892.9865,
8081,New York,9/20/20,449900,33087,76179,340634,2312.687122,9922446,,7.354300956,51005.80814,
8082,North Carolina,9/20/20,193547,3243,167257,23047,1845.399026,2804818,,1.675562008,26742.90175,
8083,North Dakota,9/20/20,17958,192,14558,3208,2356.501177,562599,,1.069161377,73825.88293,
8084,Ohio,9/20/20,144309,4615,122671,17023,1234.560402,2825297,,3.197998739,24170.35529,
8085,Oklahoma,9/20/20,76807,946,64467,11394,1941.055418,1072504,,1.231658573,27104.16629,
8086,Oregon,9/20/20,30801,526,5391,24884,730.2731299,636069,,1.707736762,15080.81229,
8087,Pennsylvania,9/20/20,154867,7960,122872,24035,1209.71046,1908910,,5.139894232,14911.04234,
8088,Rhode Island,9/20/20,23620,1088,2244,20288,2229.645985,675108,,4.606265876,63727.85103,
8089,South Carolina,9/20/20,137708,3199,51431,83078,2674.609621,1132595,,2.323031342,21997.62892,
8090,South Dakota,9/20/20,18696,202,15651,2843,2113.356672,176353,,1.080445015,19934.57366,
8091,Tennessee,9/20/20,183514,2218,165844,15452,2687.206388,2667126,,1.208627135,39054.88424,
8092,Texas,9/20/20,713007,15088,609210,88709,2458.99409,5593488,,2.116108257,19290.62959,
8093,Utah,9/20/20,63772,440,51410,11922,1989.171411,758165,,0.689957975,23648.62547,
8094,Vermont,9/20/20,1715,58,1548,109,274.8445886,155895,,3.381924198,24983.61349,
8095,Virginia,9/20/20,140395,3013,16880,120502,1644.832611,1882028,,2.146087824,22049.36806,
8096,Washington,9/20/20,82548,2037,,80511,1084.033617,1723040,,2.467655182,22627.23849,
8097,West Virginia,9/20/20,14062,314,10227,3521,784.645456,514304,,2.232968283,28697.6459,
8098,Wisconsin,9/20/20,101227,1242,85824,14161,1738.568441,1439394,,1.22694538,24721.51681,
8099,Wyoming,9/20/20,4872,49,4111,712,841.8011642,92431,,1.005747126,15970.55078,
8100,Alabama,9/21/20,145780,2439,61232,82109,2973.169481,1059517,,1.673069008,21608.75023,
8101,Alaska,9/21/20,6892,45,2439,4408,942.1156593,428645,,0.652930934,58594.48154,
8102,Arizona,9/21/20,214251,5478,33946,174827,2943.526998,1390962,,2.556814204,19109.98875,
8103,Arkansas,9/21/20,76364,1197,66934,8233,2530.449294,891524,,1.567492536,29542.14389,
8104,California,9/21/20,790096,15056,,775040,1999.624268,13672782,,1.905591219,34603.93003,
8105,Colorado,9/21/20,65379,2018,6291,57070,1135.301219,1208425,,3.086618027,20984.20556,
8106,Connecticut,9/21/20,56024,4495,9204,42325,1571.374198,1467766,,8.023347137,41168.24256,
8107,Delaware,9/21/20,19667,627,10376,8664,2019.688549,273213,,3.188081558,28057.41432,
8108,Florida,9/21/20,685439,13317,,672122,3191.393022,5113260,,1.94284247,23807.25679,
8109,Georgia,9/21/20,307339,6604,,300735,2894.666625,2770863,,2.148767322,26097.32136,
8110,Hawaii,9/21/20,11459,120,4759,6580,809.3245717,281418,,1.047211799,19875.94924,
8111,Idaho,9/21/20,37901,447,20304,17150,2120.851788,289163,,1.179388407,16180.88878,
8112,Illinois,9/21/20,277920,8693,,269227,2193.212799,5145585,,3.127878526,40606.51583,
8113,Indiana,9/21/20,112027,3512,88173,20342,1664.042718,1308645,,3.134958537,19438.53876,
8114,Iowa,9/21/20,81007,1284,57942,21781,2567.518312,721595,,1.585048206,22870.96641,
8115,Kansas,9/21/20,53627,601,1970,51056,1840.755923,484691,,1.120704123,16637.10125,
8116,Kentucky,9/21/20,61917,1112,11283,49522,1385.889254,1058483,,1.795952646,23692.04282,
8117,Louisiana,9/21/20,161462,5377,145570,10515,3473.201867,2185792,,3.33019534,47018.47404,
8118,Maine,9/21/20,5106,140,4384,582,379.8507973,375392,,2.741872307,27926.5473,
8119,Maryland,9/21/20,120568,3883,7378,109307,1994.283521,1537629,,3.220589211,25433.51616,
8120,Massachusetts,9/21/20,127796,9317,109397,9082,1854.130495,3436161,,7.290525525,49853.6018,
8121,Michigan,9/21/20,129662,6981,90216,32465,1298.32639,3370667,,5.383998396,33751.02898,
8122,Minnesota,9/21/20,90942,2021,82174,6747,1612.552025,1855308,,2.222295529,32897.67843,
8123,Mississippi,9/21/20,93556,2810,85327,5419,3143.525408,706906,,3.003548677,23752.37261,
8124,Missouri,9/21/20,115537,1838,,113699,1882.498662,1219559,,1.590832374,19870.84818,
8125,Montana,9/21/20,10429,160,7876,2393,975.787301,311262,,1.534183527,29123.16683,
8126,Nebraska,9/21/20,41388,452,30509,10427,2139.569315,425816,,1.092103991,22012.72948,
8127,Nevada,9/21/20,76036,1531,2026,72479,2468.576267,666792,,2.013519912,21647.99445,
8128,New Hampshire,9/21/20,7952,438,7201,313,584.8301588,401689,,5.50804829,29542.23361,
8129,New Jersey,9/21/20,200154,16069,34672,149413,2253.430742,3353183,,8.028318195,37751.75942,
8130,New Mexico,9/21/20,27683,851,15412,11420,1320.231645,862899,,3.074088791,41152.56895,
8131,New York,9/21/20,450473,33092,76218,341163,2315.632598,9980765,,7.346056256,51305.59387,
8132,North Carolina,9/21/20,194355,3247,176422,14686,1853.103007,2817539,,1.670654215,26864.19178,
8133,North Dakota,9/21/20,18244,193,14841,3210,2394.030932,565843,,1.057882043,74251.57008,
8134,Ohio,9/21/20,145165,4623,123423,17119,1241.883464,2856161,,3.184651948,24434.39615,
8135,Oklahoma,9/21/20,77908,948,64941,12019,1968.879731,1073605,,1.216819839,27131.99061,
8136,Oregon,9/21/20,30995,529,5431,25035,734.8727529,638798,,1.706726891,15145.51524,
8137,Pennsylvania,9/21/20,155693,7985,123665,24043,1216.162582,1917993,,5.128682728,14981.99225,
8138,Rhode Island,9/21/20,23932,1097,2268,20567,2259.097701,690281,,4.583820826,65160.12955,
8139,South Carolina,9/21/20,138124,3212,51431,83481,2682.689308,1144118,,2.3254467,22221.43238,
8140,South Dakota,9/21/20,18869,202,15777,2890,2132.912229,177023,,1.070538979,20010.30906,
8141,Tennessee,9/21/20,184409,2233,166674,15502,2700.311926,2679406,,1.210895347,39234.701,
8142,Texas,9/21/20,734778,15127,611856,107795,2534.077168,5622498,,2.058717055,19390.67828,
8143,Utah,9/21/20,64394,441,51660,12293,2008.572789,762051,,0.684846414,23769.83728,
8144,Vermont,9/21/20,1719,58,1557,104,275.4856255,156739,,3.374054683,25118.87229,
8145,Virginia,9/21/20,141022,3019,16903,121100,1652.178385,1898637,,2.140800726,22243.95494,
8146,Washington,9/21/20,82730,2049,,80681,1086.42367,1736556,,2.476731536,22804.73278,
8147,West Virginia,9/21/20,14181,315,10317,3549,791.2855363,519516,,2.221281997,28988.47025,
8148,Wisconsin,9/21/20,102498,1244,86822,14432,1760.397799,1446215,,1.213682218,24838.66713,
8149,Wyoming,9/21/20,4944,49,4172,723,854.2415755,94131,,0.991100324,16264.28272,
8150,Alabama,9/22/20,146584,2457,61232,82895,2989.566986,1065553,,1.676172024,21731.85389,
8151,Alaska,9/22/20,6936,45,2668,4223,948.1303269,431191,,0.648788927,58942.51208,
8152,Arizona,9/22/20,214846,5498,34053,175295,2951.701516,1400654,,2.559042291,19243.14409,
8153,Arkansas,9/22/20,76981,1209,69184,6588,2550.894624,897997,,1.5705174,29756.63761,
8154,California,9/22/20,793065,15189,,777876,2007.138399,13804055,,1.91522763,34936.16393,
8155,Colorado,9/22/20,66033,2025,6306,57702,1146.657878,1219137,,3.066648494,21170.2186,
8156,Connecticut,9/22/20,56160,4496,9204,42460,1575.188758,1479824,,8.005698006,41506.44815,
8157,Delaware,9/22/20,19761,628,10411,8722,2029.341812,274837,,3.177976823,28224.18984,
8158,Florida,9/22/20,687909,13416,,674493,3202.893303,5132342,,1.950257956,23896.10228,
8159,Georgia,9/22/20,308294,6673,,301621,2903.661274,2783427,,2.164492335,26215.65515,
8160,Hawaii,9/22/20,11522,120,4888,6514,813.7741265,282580,,1.041485853,19958.0188,
8161,Idaho,9/22/20,38347,451,20485,17411,2145.80891,290911,,1.176102433,16278.70279,
8162,Illinois,9/22/20,279453,8722,,270731,2205.310507,5187414,,3.121097286,40936.61045,
8163,Indiana,9/22/20,112626,3520,89072,20034,1672.94023,1315440,,3.125388454,19539.47131,
8164,Iowa,9/22/20,81618,1293,59216,21109,2586.883968,725082,,1.584209366,22981.48694,
8165,Kansas,9/22/20,54000,614,1970,51416,1853.559211,484691,,1.137037037,16637.10125,
8166,Kentucky,9/22/20,62731,1119,11361,50251,1404.109029,1068466,,1.783807049,23915.49247,
8167,Louisiana,9/22/20,162214,5388,145570,11256,3489.378105,2206974,,3.321538215,47474.11909,
8168,Maine,9/22/20,5146,140,4407,599,382.8265184,375432,,2.720559658,27929.52302,
8169,Maryland,9/22/20,120912,3895,7394,109623,1999.973535,1544014,,3.221351065,25539.12877,
8170,Massachusetts,9/22/20,127969,9328,109397,9244,1856.640469,3476679,,7.289265369,50441.45791,
8171,Michigan,9/22/20,130357,6997,90216,33144,1305.285537,3390878,,5.367567526,33953.40496,
8172,Minnesota,9/22/20,91422,2031,82833,6558,1621.063218,1863694,,2.221565925,33046.37608,
8173,Mississippi,9/22/20,94021,2846,85327,5848,3159.149626,712501,,3.026983334,23940.36723,
8174,Missouri,9/22/20,116612,1867,,114745,1900.014143,1241749,,1.601035914,20232.40028,
8175,Montana,9/22/20,10700,163,7937,2600,1001.143362,314009,,1.523364486,29380.18934,
8176,Nebraska,9/22/20,41785,461,31047,10277,2160.09239,428046,,1.103266723,22128.01022,
8177,Nevada,9/22/20,76298,1546,2052,72700,2477.08233,669074,,2.026265433,21722.08161,
8178,New Hampshire,9/22/20,7990,438,7259,293,587.6248703,410466,,5.481852315,30187.73842,
8179,New Jersey,9/22/20,200580,16076,34697,149807,2258.226856,3397649,,8.014757204,38252.3792,
8180,New Mexico,9/22/20,27790,854,15518,11418,1325.334589,866683,,3.073047859,41333.03193,
8181,New York,9/22/20,451227,33090,76246,341891,2319.508495,10064762,,7.333337766,51737.376,
8182,North Carolina,9/22/20,195548,3286,176422,15840,1864.477821,2824929,,1.680405834,26934.6527,
8183,North Dakota,9/22/20,18508,196,15220,3092,2428.673782,568540,,1.059001513,74605.47829,
8184,Ohio,9/22/20,145850,4635,124774,16441,1247.743624,2888787,,3.177922523,24713.51088,
8185,Oklahoma,9/22/20,79072,962,65482,12628,1998.296171,1101839,,1.216612707,27845.51618,
8186,Oregon,9/22/20,31313,532,5431,25350,742.412341,642581,,1.698974867,15235.20789,
8187,Pennsylvania,9/22/20,156477,8002,122833,25642,1222.286631,1929562,,5.113850598,15072.36102,
8188,Rhode Island,9/22/20,24044,1099,2272,20673,2269.670112,696808,,4.570786891,65776.25569,
8189,South Carolina,9/22/20,140789,3243,68748,68798,2734.449806,1172484,,2.303447002,22772.36607,
8190,South Dakota,9/22/20,19189,202,16170,2817,2169.084359,178346,,1.052686435,20159.85821,
8191,Tennessee,9/22/20,185148,2261,167778,15109,2711.133147,2691404,,1.221185214,39410.38843,
8192,Texas,9/22/20,741663,15229,613896,112538,2557.82192,5667732,,2.053358466,19546.67975,
8193,Utah,9/22/20,65044,443,51945,12656,2028.847539,768959,,0.681077425,23985.3111,
8194,Vermont,9/22/20,1721,58,1557,106,275.806144,157341,,3.370133643,25215.34835,
8195,Virginia,9/22/20,141884,3058,16979,121847,1662.277361,1911580,,2.155281779,22395.59188,
8196,Washington,9/22/20,83193,2070,,81123,1092.503861,1736556,,2.488190112,22804.73278,
8197,West Virginia,9/22/20,14394,320,10524,3550,803.170722,522669,,2.223148534,29164.40448,
8198,Wisconsin,9/22/20,104170,1251,88131,14788,1789.114312,1458819,,1.200921571,25055.14017,
8199,Wyoming,9/22/20,5016,49,4230,737,866.6819868,94840,,0.976874003,16386.78621,
8200,Alabama,9/23/20,147153,2488,64583,80082,3001.171687,1070903,,1.690757239,21840.96664,
8201,Alaska,9/23/20,7004,45,2731,4228,957.4257223,433198,,0.642490006,59216.86294,
8202,Arizona,9/23/20,215284,5525,34227,175532,2957.71906,1409866,,2.566377436,19369.70485,
8203,Arkansas,9/23/20,77963,1229,69952,6782,2583.434842,906947,,1.5763888,30053.21088,
8204,California,9/23/20,796436,15291,,781145,2015.669936,13879423,,1.91992828,35126.90997,
8205,Colorado,9/23/20,66649,2030,6332,58287,1157.354669,1232288,,3.045807139,21398.58469,
8206,Connecticut,9/23/20,56315,4497,9204,42614,1579.536234,1489898,,7.985439048,41789.00605,
8207,Delaware,9/23/20,19830,629,10443,8758,2036.427718,276044,,3.171961674,28348.14185,
8208,Florida,9/23/20,690499,13618,,676881,3214.952302,5155980,,1.972196918,24006.16043,
8209,Georgia,9/23/20,310161,6769,,303392,2921.245579,2803215,,2.182414939,26402.02806,
8210,Hawaii,9/23/20,11689,122,4992,6575,825.568978,284069,,1.043716314,20063.18368,
8211,Idaho,9/23/20,38743,454,20674,17615,2167.968149,292159,,1.171824588,16348.53797,
8212,Illinois,9/23/20,281303,8744,,272559,2219.90983,5233805,,3.108392019,41302.70622,
8213,Indiana,9/23/20,113337,3530,90069,19738,1683.501383,1322819,,3.114605116,19649.07856,
8214,Iowa,9/23/20,82871,1298,60350,21223,2626.597825,731853,,1.566289776,23196.09391,
8215,Kansas,9/23/20,54846,620,2008,52218,1882.598306,492281,,1.130437954,16897.6293,
8216,Kentucky,9/23/20,63515,1124,11480,50911,1421.657315,1216779,,1.76966071,27235.18485,
8217,Louisiana,9/23/20,162645,5407,149640,7598,3498.649327,2220009,,3.324418211,47754.5144,
8218,Maine,9/23/20,5170,140,4445,585,384.6119511,386035,,2.707930368,28718.31229,
8219,Maryland,9/23/20,121297,3902,7396,109999,2006.341718,1552105,,3.216897368,25672.95987,
8220,Massachusetts,9/23/20,128512,9347,109397,9768,1864.518594,3476679,,7.273250747,50441.45791,
8221,Michigan,9/23/20,131259,7013,90216,34030,1314.317407,3425107,,5.342871727,34296.14542,
8222,Minnesota,9/23/20,92100,2037,83507,6556,1633.085279,1873867,,2.211726384,33226.76019,
8223,Mississippi,9/23/20,94573,2870,85327,6376,3177.697084,716711,,3.034692777,24081.8252,
8224,Missouri,9/23/20,118205,1938,,116267,1925.969641,1244563,,1.639524555,20278.25011,
8225,Montana,9/23/20,10912,165,8510,2237,1020.979099,317160,,1.512096774,29675.01202,
8226,Nebraska,9/23/20,42278,462,31212,10604,2185.578223,431102,,1.092766924,22285.99137,
8227,Nevada,9/23/20,76807,1556,2059,73192,2493.607467,671924,,2.025857018,21814.60939,
8228,New Hampshire,9/23/20,8007,438,7303,266,588.875136,413391,,5.470213563,30402.85767,
8229,New Jersey,9/23/20,200988,16082,34729,150177,2262.820318,3422747,,8.001472725,38534.94465,
8230,New Mexico,9/23/20,27987,857,15586,11544,1334.729728,872331,,3.062135992,41602.39104,
8231,New York,9/23/20,451892,33090,76306,342496,2322.926892,10135692,,7.322546095,52101.98791,
8232,North Carolina,9/23/20,196500,3316,176422,16762,1873.554788,2842427,,1.687531807,27101.48965,
8233,North Dakota,9/23/20,18981,203,15476,3302,2490.742223,575479,,1.069490543,75516.03413,
8234,Ohio,9/23/20,146753,4687,126023,16043,1255.46877,2931199,,3.19380183,25076.34463,
8235,Oklahoma,9/23/20,80161,970,66779,12412,2025.817222,1114326,,1.210064745,28161.08584,
8236,Oregon,9/23/20,31503,538,5475,25490,746.9171264,646125,,1.707773863,15319.23399,
